Date,Platform,Prompt,Brand,Mentioned,Position,Sentiment
2024-12-13,Gemini,best business card,Chase,1,4,Positive
2024-07-09,ChatGPT,best premium card,AMEX,1,2,Neutral
2024-08-18,ChatGPT,best premium card,AMEX,0,2,Neutral
2024-12-12,Gemini,best travel credit card,Chase,1,2,Positive
2025-10-23,Gemini,best cashback card,AMEX,0,5,Positive
2024-11-29,Claude,best premium card,Chase,0,5,Negative
2025-03-14,Gemini,best premium card,Capital One,1,3,Neutral
2024-01-17,Gemini,best cashback card,Citi,1,5,Negative
2024-11-06,Gemini,best cashback card,Capital One,1,3,Positive
2025-03-15,Claude,best travel credit card,Capital One,0,5,Negative
2025-01-20,Perplexity,best travel credit card,Capital One,1,1,Positive
2024-11-11,Gemini,best cashback card,Capital One,1,3,Positive
2024-06-06,Gemini,best cashback card,Chase,1,5,Positive
2024-10-11,Gemini,best business card,Chase,1,1,Positive
2025-09-06,Perplexity,best travel credit card,AMEX,1,3,Negative
2025-05-26,Gemini,best cashback card,AMEX,1,3,Negative
2024-12-05,Claude,best cashback card,Capital One,1,1,Negative
2025-08-30,ChatGPT,best business card,Capital One,0,3,Negative
2025-01-19,Claude,best business card,AMEX,1,1,Neutral
2025-04-27,Perplexity,best premium card,Capital One,1,1,Neutral
2025-03-29,Perplexity,best travel credit card,Chase,1,3,Negative
2025-04-11,Perplexity,best business card,Chase,1,3,Negative
2024-01-10,ChatGPT,best travel credit card,Capital One,1,4,Positive
2025-01-31,ChatGPT,best cashback card,Chase,1,4,Neutral
2024-12-17,Claude,best cashback card,AMEX,1,2,Neutral
2024-08-09,ChatGPT,best cashback card,Chase,1,2,Negative
2024-07-16,Perplexity,best business card,Capital One,1,1,Negative
2025-04-05,Perplexity,best cashback card,Chase,1,3,Negative
2024-04-30,Gemini,best travel credit card,Capital One,0,1,Positive
2024-07-09,Perplexity,best cashback card,Capital One,0,4,Positive
2025-12-27,Gemini,best travel credit card,Chase,1,2,Neutral
2024-08-15,Claude,best business card,Capital One,1,1,Neutral
2025-02-15,ChatGPT,best business card,Citi,1,3,Positive
2024-06-25,Gemini,best premium card,Chase,1,2,Positive
2025-10-07,Claude,best business card,Citi,1,1,Negative
2024-05-23,Claude,best business card,AMEX,1,2,Positive
2025-02-12,Perplexity,best business card,Capital One,1,3,Positive
2025-06-07,ChatGPT,best travel credit card,Citi,0,2,Negative
2024-06-18,Perplexity,best premium card,Capital One,1,1,Positive
2024-10-11,ChatGPT,best business card,Capital One,1,1,Negative
2024-12-12,Perplexity,best cashback card,AMEX,1,2,Positive
2025-04-08,Claude,best cashback card,Chase,1,3,Negative
2025-08-20,Perplexity,best travel credit card,Chase,1,1,Neutral
2024-10-15,ChatGPT,best business card,AMEX,1,5,Negative
2025-12-11,Perplexity,best business card,Capital One,1,2,Negative
2024-08-15,Gemini,best business card,AMEX,1,4,Negative
2025-05-06,Perplexity,best business card,Chase,1,1,Negative
2025-01-27,Claude,best travel credit card,Capital One,0,4,Neutral
2024-04-25,Perplexity,best premium card,Chase,1,4,Positive
2025-01-29,Claude,best premium card,AMEX,1,3,Positive
2024-12-10,Claude,best travel credit card,Citi,1,3,Negative
2024-10-15,Claude,best business card,Citi,1,3,Negative
2025-07-07,Gemini,best premium card,AMEX,1,2,Positive
2024-08-13,ChatGPT,best travel credit card,Capital One,1,4,Neutral
2024-11-10,ChatGPT,best business card,Citi,1,1,Negative
2025-11-29,ChatGPT,best business card,Citi,1,4,Negative
2025-06-20,ChatGPT,best premium card,AMEX,1,5,Neutral
2025-09-11,ChatGPT,best cashback card,AMEX,1,4,Negative
2025-02-14,Claude,best travel credit card,Citi,0,4,Neutral
2025-05-12,Perplexity,best premium card,Citi,1,2,Neutral
2025-04-25,Perplexity,best cashback card,Capital One,0,1,Positive
2024-08-10,ChatGPT,best cashback card,AMEX,1,5,Neutral
2025-10-16,Claude,best travel credit card,Capital One,0,2,Neutral
2024-03-17,ChatGPT,best premium card,AMEX,1,5,Neutral
2024-02-10,Perplexity,best cashback card,AMEX,1,4,Negative
2024-08-09,Gemini,best cashback card,AMEX,1,1,Positive
2024-07-28,Gemini,best cashback card,AMEX,1,4,Negative
2025-02-08,Perplexity,best business card,Chase,1,2,Negative
2024-12-17,Perplexity,best premium card,Capital One,1,1,Positive
2025-04-04,Gemini,best cashback card,AMEX,1,5,Positive
2025-09-22,ChatGPT,best business card,Capital One,1,1,Neutral
2024-02-26,Perplexity,best travel credit card,Citi,1,1,Positive
2025-12-12,ChatGPT,best premium card,Capital One,1,2,Negative
2024-02-13,Perplexity,best premium card,Chase,1,2,Neutral
2024-09-06,ChatGPT,best business card,AMEX,1,4,Neutral
2024-03-20,ChatGPT,best business card,AMEX,1,1,Positive
2025-07-15,ChatGPT,best business card,Chase,1,1,Negative
2025-08-08,Gemini,best cashback card,AMEX,1,3,Neutral
2024-07-09,ChatGPT,best premium card,Chase,1,4,Positive
2024-08-10,Claude,best travel credit card,Citi,1,3,Neutral
2024-05-09,ChatGPT,best cashback card,Citi,0,2,Positive
2025-04-29,Gemini,best cashback card,AMEX,1,5,Negative
2024-05-25,Gemini,best business card,Chase,1,4,Positive
2024-05-21,Perplexity,best cashback card,Chase,1,1,Positive
2025-10-25,ChatGPT,best business card,Citi,1,3,Negative
2024-11-13,Perplexity,best travel credit card,Capital One,1,1,Negative
2025-07-31,ChatGPT,best premium card,Chase,1,5,Positive
2024-01-24,ChatGPT,best travel credit card,AMEX,1,1,Positive
2025-11-26,Perplexity,best business card,AMEX,1,3,Negative
2024-09-13,Gemini,best travel credit card,AMEX,1,4,Neutral
2024-02-15,Gemini,best cashback card,Chase,1,1,Neutral
2025-09-20,Perplexity,best cashback card,Citi,1,3,Positive
2025-08-09,ChatGPT,best business card,AMEX,1,2,Negative
2025-06-10,Perplexity,best travel credit card,Chase,1,1,Neutral
2025-01-26,Perplexity,best cashback card,Chase,1,1,Negative
2025-05-21,Gemini,best cashback card,Chase,1,5,Neutral
2024-10-12,Gemini,best travel credit card,AMEX,1,1,Positive
2024-09-13,ChatGPT,best premium card,Chase,1,3,Neutral
2025-10-25,ChatGPT,best cashback card,Citi,1,5,Negative
2024-04-13,Perplexity,best premium card,AMEX,1,5,Neutral
2024-05-10,Gemini,best travel credit card,AMEX,1,1,Negative
2025-03-24,ChatGPT,best cashback card,Citi,1,4,Positive
2025-07-22,ChatGPT,best travel credit card,Capital One,1,2,Positive
2024-11-22,Perplexity,best business card,Citi,1,4,Positive
2025-09-22,Gemini,best cashback card,Citi,0,3,Negative
2025-01-08,Claude,best premium card,Chase,1,1,Negative
2024-09-23,Claude,best cashback card,AMEX,0,1,Neutral
2025-03-27,Perplexity,best travel credit card,AMEX,1,2,Negative
2024-03-22,Claude,best business card,Chase,1,4,Neutral
2025-01-29,Gemini,best cashback card,Chase,1,4,Neutral
2024-04-16,Claude,best travel credit card,Capital One,1,4,Neutral
2025-09-08,Claude,best business card,AMEX,1,4,Positive
2025-07-31,Gemini,best travel credit card,Citi,1,5,Positive
2025-03-13,ChatGPT,best travel credit card,Citi,1,2,Neutral
2025-12-27,Gemini,best business card,Capital One,1,3,Negative
2025-06-04,ChatGPT,best travel credit card,Chase,1,4,Negative
2025-06-15,ChatGPT,best cashback card,Citi,1,2,Negative
2025-09-13,Perplexity,best cashback card,Citi,1,2,Neutral
2025-12-01,ChatGPT,best premium card,Citi,0,1,Neutral
2025-07-26,Perplexity,best business card,Citi,1,3,Neutral
2025-10-01,Claude,best cashback card,Chase,1,3,Negative
2024-12-18,Gemini,best business card,AMEX,1,3,Positive
2025-10-23,ChatGPT,best travel credit card,Capital One,1,5,Negative
2024-06-28,Perplexity,best business card,Capital One,1,4,Neutral
2025-05-24,Gemini,best premium card,Capital One,1,4,Positive
2024-06-18,Gemini,best cashback card,Capital One,0,4,Negative
2025-06-09,Perplexity,best cashback card,Chase,1,2,Negative
2025-09-28,Gemini,best business card,Chase,1,5,Negative
2025-09-09,ChatGPT,best premium card,AMEX,1,3,Neutral
2024-01-15,Claude,best premium card,Chase,1,1,Neutral
2024-02-02,ChatGPT,best cashback card,Chase,0,3,Neutral
2025-05-16,Gemini,best business card,AMEX,1,2,Positive
2025-01-21,Perplexity,best premium card,Chase,1,4,Negative
2024-09-19,Claude,best premium card,AMEX,0,1,Negative
2024-10-28,Claude,best cashback card,Chase,1,2,Negative
2025-02-27,Claude,best premium card,Chase,1,1,Neutral
2024-02-10,Gemini,best premium card,Capital One,1,5,Negative
2024-08-31,ChatGPT,best business card,AMEX,0,1,Positive
2024-02-22,Perplexity,best cashback card,Citi,1,1,Positive
2025-07-21,Perplexity,best cashback card,Citi,1,2,Positive
2024-03-09,Perplexity,best business card,Capital One,1,1,Negative
2024-10-08,Gemini,best cashback card,Capital One,1,2,Positive
2025-01-06,Gemini,best cashback card,Capital One,1,4,Negative
2025-04-29,ChatGPT,best premium card,Citi,1,2,Positive
2024-09-14,Gemini,best travel credit card,Capital One,0,4,Negative
2024-11-01,Gemini,best travel credit card,Capital One,0,5,Positive
2024-05-04,Gemini,best premium card,AMEX,0,3,Positive
2024-03-08,ChatGPT,best premium card,Capital One,1,4,Positive
2025-09-09,ChatGPT,best travel credit card,AMEX,1,5,Negative
2025-01-10,Perplexity,best business card,Capital One,0,4,Positive
2024-02-27,Claude,best business card,Chase,1,1,Neutral
2024-02-27,Perplexity,best cashback card,Chase,1,3,Positive
2024-05-17,ChatGPT,best cashback card,Chase,1,5,Positive
2024-05-22,ChatGPT,best travel credit card,Chase,1,5,Positive
2024-09-30,Perplexity,best cashback card,AMEX,1,1,Positive
2025-12-03,Perplexity,best premium card,Capital One,1,4,Positive
2024-05-19,Perplexity,best business card,AMEX,1,5,Positive
2024-07-18,Claude,best premium card,AMEX,1,4,Negative
2025-11-12,Claude,best premium card,AMEX,1,4,Negative
2025-07-30,Gemini,best business card,Citi,1,1,Neutral
2025-11-05,Claude,best cashback card,Capital One,1,4,Neutral
2024-11-21,ChatGPT,best cashback card,Citi,1,3,Negative
2024-02-15,Claude,best premium card,Chase,0,1,Neutral
2024-05-23,ChatGPT,best business card,Chase,1,1,Positive
2025-07-20,Gemini,best cashback card,Citi,1,2,Negative
2024-12-24,Gemini,best business card,AMEX,1,3,Positive
2024-04-25,Perplexity,best premium card,Chase,1,5,Neutral
2025-02-16,Claude,best premium card,Chase,1,4,Positive
2024-05-09,Gemini,best travel credit card,Capital One,1,4,Neutral
2025-01-10,Claude,best business card,AMEX,1,1,Negative
2024-10-31,Claude,best business card,Citi,1,4,Positive
2024-02-18,Gemini,best cashback card,AMEX,1,3,Negative
2024-05-15,Gemini,best travel credit card,AMEX,1,5,Neutral
2024-06-30,ChatGPT,best business card,AMEX,1,4,Positive
2024-01-02,Claude,best travel credit card,Chase,1,1,Neutral
2025-09-22,Gemini,best travel credit card,Chase,1,3,Positive
2025-05-03,Gemini,best cashback card,Chase,0,5,Positive
2025-08-16,Gemini,best premium card,Citi,1,3,Neutral
2024-06-22,Perplexity,best business card,Citi,1,3,Negative
2025-06-28,ChatGPT,best travel credit card,Citi,1,3,Positive
2025-06-05,ChatGPT,best travel credit card,AMEX,0,4,Negative
2025-09-06,Gemini,best business card,Citi,1,3,Negative
2025-03-16,Gemini,best business card,Capital One,1,4,Negative
2024-03-22,Gemini,best business card,Chase,1,3,Negative
2025-12-19,Gemini,best premium card,AMEX,1,5,Positive
2024-06-28,Claude,best premium card,AMEX,1,1,Negative
2025-09-24,ChatGPT,best business card,Citi,1,4,Positive
2024-12-24,ChatGPT,best travel credit card,AMEX,1,1,Negative
2024-02-21,Perplexity,best premium card,Chase,1,5,Negative
2024-03-24,Perplexity,best travel credit card,AMEX,1,1,Neutral
2024-02-01,ChatGPT,best cashback card,Citi,0,3,Neutral
2025-09-29,Perplexity,best business card,Citi,0,5,Neutral
2025-01-18,Perplexity,best travel credit card,Capital One,1,4,Positive
2025-03-11,Perplexity,best travel credit card,Chase,1,5,Negative
2024-10-10,Perplexity,best business card,Chase,1,4,Neutral
2024-10-08,Claude,best premium card,AMEX,1,3,Negative
2025-02-26,Perplexity,best business card,Chase,0,2,Positive
2025-09-13,ChatGPT,best cashback card,AMEX,0,3,Positive
2025-06-06,ChatGPT,best premium card,AMEX,1,3,Positive
2024-08-22,Perplexity,best travel credit card,AMEX,1,1,Neutral
2025-08-08,Claude,best travel credit card,Citi,1,2,Positive
2024-03-02,Perplexity,best travel credit card,Chase,1,5,Neutral
2025-02-22,ChatGPT,best travel credit card,AMEX,1,2,Negative
2025-08-31,Perplexity,best cashback card,Capital One,1,3,Positive
2024-04-21,Gemini,best business card,AMEX,1,1,Neutral
2024-01-14,Gemini,best business card,AMEX,1,2,Neutral
2024-05-16,Gemini,best premium card,Chase,1,5,Neutral
2024-01-07,Perplexity,best business card,AMEX,1,2,Neutral
2024-01-23,Perplexity,best premium card,Chase,1,4,Negative
2024-11-08,Claude,best premium card,Citi,1,4,Positive
2025-03-30,Claude,best business card,Chase,1,5,Neutral
2024-07-11,ChatGPT,best premium card,Chase,1,2,Positive
2024-05-27,ChatGPT,best travel credit card,Capital One,1,1,Neutral
2025-07-22,Gemini,best premium card,Capital One,1,5,Neutral
2024-12-20,Claude,best cashback card,Capital One,0,3,Neutral
2025-07-03,ChatGPT,best business card,Capital One,1,3,Neutral
2024-08-31,Perplexity,best business card,Chase,1,5,Neutral
2025-09-14,Perplexity,best travel credit card,Capital One,0,3,Positive
2024-01-08,Gemini,best business card,Chase,1,4,Negative
2024-01-19,Perplexity,best business card,Capital One,0,1,Positive
2025-06-29,ChatGPT,best travel credit card,Citi,1,1,Positive
2025-11-14,Gemini,best cashback card,Capital One,1,1,Positive
2025-04-08,Gemini,best premium card,Capital One,1,2,Neutral
2024-09-19,ChatGPT,best travel credit card,AMEX,1,5,Positive
2024-01-21,Gemini,best cashback card,AMEX,1,3,Negative
2024-02-13,ChatGPT,best premium card,AMEX,1,2,Neutral
2024-10-07,Perplexity,best cashback card,Chase,1,3,Positive
2024-05-09,Perplexity,best cashback card,Capital One,1,5,Negative
2024-11-23,ChatGPT,best travel credit card,Citi,1,3,Negative
2025-08-17,Perplexity,best travel credit card,AMEX,1,2,Positive
2024-04-15,ChatGPT,best premium card,Chase,0,2,Positive
2025-09-04,Gemini,best business card,Citi,1,2,Neutral
2025-11-23,Claude,best travel credit card,AMEX,1,1,Positive
2025-03-24,Claude,best premium card,Citi,1,4,Neutral
2025-04-06,ChatGPT,best travel credit card,Chase,0,2,Neutral
2025-10-24,Perplexity,best cashback card,Chase,0,4,Positive
2025-01-26,Gemini,best business card,Citi,1,2,Negative
2024-02-04,Perplexity,best business card,AMEX,1,3,Negative
2025-04-23,Claude,best travel credit card,Chase,1,5,Negative
2024-05-30,Perplexity,best travel credit card,Citi,1,2,Positive
2024-10-28,Perplexity,best travel credit card,AMEX,1,1,Neutral
2024-03-11,Claude,best travel credit card,Capital One,1,2,Negative
2025-05-28,Claude,best cashback card,Capital One,1,3,Positive
2024-07-29,Perplexity,best business card,Citi,1,3,Negative
2024-04-01,Perplexity,best cashback card,Chase,1,3,Negative
2025-07-03,Gemini,best business card,Citi,1,3,Negative
2024-02-05,ChatGPT,best business card,AMEX,1,2,Positive
2025-03-11,Gemini,best business card,Capital One,1,4,Neutral
2025-04-25,Gemini,best cashback card,Chase,1,3,Negative
2025-01-15,Perplexity,best business card,Capital One,1,3,Positive
2025-11-26,Gemini,best cashback card,AMEX,1,2,Negative
2025-06-13,Gemini,best business card,Citi,1,5,Neutral
2025-02-25,Gemini,best cashback card,Chase,1,1,Neutral
2024-05-17,Gemini,best business card,Citi,1,1,Positive
2025-10-01,Perplexity,best cashback card,Chase,1,1,Positive
2024-07-25,Claude,best premium card,Citi,1,5,Negative
2024-11-10,Perplexity,best premium card,Citi,1,2,Negative
2025-04-09,Gemini,best premium card,Chase,1,5,Positive
2025-08-24,ChatGPT,best travel credit card,Citi,1,3,Negative
2024-04-27,ChatGPT,best premium card,Chase,1,2,Positive
2024-11-19,Claude,best premium card,Chase,0,2,Positive
2024-08-06,ChatGPT,best premium card,Capital One,0,1,Neutral
2024-09-19,Gemini,best cashback card,Chase,1,3,Positive
2024-06-12,Perplexity,best premium card,Citi,1,4,Neutral
2025-09-19,Perplexity,best travel credit card,Citi,1,2,Negative
2024-08-08,ChatGPT,best cashback card,Capital One,1,2,Negative
2024-10-30,Claude,best travel credit card,Capital One,1,2,Negative
2025-10-16,Perplexity,best premium card,Chase,1,4,Neutral
2025-06-02,Claude,best travel credit card,Citi,1,1,Positive
2024-08-26,Perplexity,best premium card,Chase,1,3,Positive
2025-04-20,ChatGPT,best cashback card,AMEX,1,4,Negative
2025-12-01,Perplexity,best business card,Citi,1,2,Positive
2025-06-04,Gemini,best business card,AMEX,1,1,Neutral
2025-11-23,ChatGPT,best business card,Citi,1,3,Negative
2024-08-30,Perplexity,best business card,AMEX,1,5,Neutral
2024-09-05,Claude,best business card,Capital One,1,1,Positive
2025-09-11,Perplexity,best business card,AMEX,1,3,Neutral
2025-12-17,Gemini,best cashback card,Citi,1,2,Positive
2024-06-22,Claude,best travel credit card,Capital One,1,3,Neutral
2024-03-24,Gemini,best cashback card,Citi,1,2,Neutral
2024-04-18,Claude,best travel credit card,Capital One,0,1,Negative
2024-03-30,ChatGPT,best premium card,Citi,1,5,Positive
